CustomerID,FirstName,LastName,DateOfBirth,Contact_Email,Contact_Phone,Account_Type,Account_Open_Date,Account Number,Employment_Status
232851,Andrew,Salazar,5/23/1992,andrew.salazar@example.com,+1-842-377-0388x790,savings,1/23/2016,4328683973,student
106873,Melissa,Hall,5/2/2001,melissa.hall@example.com,+1-214-579-0911x51853,savings,7/8/2021,6126726030,employed
902756,Lisa,Henderson,8/12/1988,lisa.henderson@example.com,-3315,savings,10/21/2015,5604625774,student
400680,Isaiah,Garner,7/3/1992,isaiah.garner@example.com,443.889.1749,current,5/9/2019,2576066089,employed
764187,Dana,Brown,12/11/1995,dana.brown@example.com,279.959.8567,savings,9/2/2018,3238321173,student
134324,Jacob,Evans,3/23/1996,jacob.evans@example.com,761.205.2662x843,savings,8/2/2017,8808938906,student
854506,Kimberly,Walter,5/4/1992,kimberly.walter@example.com,+1-723-492-7757x1790,savings,11/10/2021,9741911030,student
772781,Aaron,Martin,5/7/1988,aaron.martin@example.com,693.434.8239x50656,savings,5/28/2020,3074777764,student
549495,Jessica,Stevens,12/13/1989,jessica.stevens@example.com,7307244251,savings,11/14/2020,6117422861,student
481365,Christina,Smith,7/17/1990,christina.smith@example.com,460-345-8961,current,7/11/2017,3034878279,student
439026,Travis,Wade,1/21/1994,travis.wade@example.com,(622)684-7032,current,7/26/2017,7937537115,student
224552,Carrie,Pena,7/18/1990,carrie.pena@example.com,641.458.9336x9286,current,2/24/2019,9213785649,student
701546,Emily,Cochran,8/28/1992,emily.cochran@example.com,619.396.1424,savings,4/18/2022,9041201252,student
657177,Daniel,Hill,1/24/1994,daniel.hill@example.com,585-569-4620,savings,7/24/2015,8722607596,student
239527,Harry,Moore,10/30/1988,harry.moore@example.com,605-674-6554,savings,1/20/2022,4197426139,student
211670,Keith,Brown,3/10/1990,keith.brown@example.com,269.630.5986x0830,savings,12/30/2020,4674138355,student
610354,Michael,Lee,9/4/1997,michael.lee@example.com,001-704-611-4880x52279,savings,3/6/2020,9618674382,student
866824,David,Glover,10/3/2001,david.glover@example.com,5192512278,savings,1/14/2017,9698775513,student
991527,Gina,Sparks,1/13/2002,gina.sparks@example.com,(838)621-4796,savings,5/10/2023,3361986827,student
426291,Maria,Johnson,6/14/1996,maria.johnson@example.com,5595099343,savings,9/13/2015,9405448839,student
129613,Terri,Douglas,1/18/1996,terri.douglas@example.com,942.664.4517,savings,11/29/2022,7055574820,employed
321990,Ryan,Hoover,12/27/2001,ryan.hoover@example.com,7278018595,savings,6/19/2020,5108585438,employed
394654,John,Lopez,9/8/2001,john.lopez@example.com,990-423-3854x3329,savings,8/31/2018,1613418187,student
464793,Justin,Carr,4/26/1992,justin.carr@example.com,-3552,savings,8/28/2019,8165059018,student
751290,Robert,Weber,3/9/1991,robert.weber@example.com,+1-832-306-5030x584,savings,12/1/2013,8853236044,employed
579021,Sarah,Novak,8/9/1989,sarah.novak@example.com,5528240447,savings,7/18/2023,2018459171,student
848899,James,Vaughn,6/19/1989,james.vaughn@example.com,9919761723,savings,2/22/2021,4991244579,student
167674,Joshua,Miller,11/9/1995,joshua.miller@example.com,736-708-4653x2952,savings,5/22/2023,9763338519,student
782883,Erika,Bailey,10/3/1993,erika.bailey@example.com,707-454-4364x825,savings,1/8/2023,7311859342,student
899023,Brittany,Newman,8/1/1991,brittany.newman@example.com,289-757-6886,savings,7/31/2017,5334346461,student
973922,Tiffany,Finley,7/19/2000,tiffany.finley@example.com,902-468-4496,current,4/14/2017,7808812259,employed
733978,Ivan,Rollins,10/18/1991,ivan.rollins@example.com,(446)374-4460,savings,8/3/2018,5664851740,student
397511,Pamela,Rivera,1/17/1995,pamela.rivera@example.com,615.884.4250,savings,11/15/2020,1919199413,student
485508,Jason,Soto,5/19/1988,jason.soto@example.com,(486)376-6654x84073,savings,2/25/2015,1083857368,student
348056,Jessica,Woodard,8/6/1994,jessica.woodard@example.com,3636058967,savings,11/11/2019,9283319764,student
728895,Brent,Alexander,5/27/1998,brent.alexander@example.com,9912485255,savings,12/22/2015,5177952422,student
990866,Ashley,Rogers,8/29/1989,ashley.rogers@example.com,+1-836-436-6309x2360,savings,9/28/2016,3804434046,student
226177,Jill,Jones,1/19/1991,jill.jones@example.com,747-805-8136x4601,savings,6/24/2019,3031320428,employed
833562,Jennifer,Johns,12/4/1997,jennifer.johns@example.com,947-751-7007x49017,savings,7/5/2015,3279292803,student
304299,Mary,Townsend,8/8/2000,mary.townsend@example.com,416.215.0452,savings,8/1/2023,7693965310,student
390063,Samuel,Lewis,3/28/1996,samuel.lewis@example.com,+1-433-740-9503x351,savings,10/7/2016,3673408257,student
448810,Alexander,Jackson,4/9/1999,alexander.jackson@example.com,349.379.6543x59722,savings,12/23/2019,5136019818,student
909197,Alexandra,Duke,11/14/1999,alexandra.duke@example.com,(925)712-1160x38844,savings,4/2/2016,3526567651,employed
688449,Jeremy,Hernandez,5/4/2000,jeremy.hernandez@example.com,881-756-2507x417,current,10/23/2022,5012954830,employed
381811,Jason,Bentley,11/30/1993,jason.bentley@example.com,523.971.2843,savings,12/15/2017,7031364180,student
418528,Donna,Ramos,3/4/1999,donna.ramos@example.com,(634)776-2521x9287,savings,11/5/2016,1781622965,student
675043,Eric,French,4/4/1993,eric.french@example.com,811-987-3246x445,savings,4/25/2017,1296187229,student
920966,Scott,Frank,9/4/1992,scott.frank@example.com,001-682-464-2562x20031,savings,6/5/2020,5863706620,student
910110,William,Nguyen,8/15/1991,william.nguyen@example.com,659.208.5598x7822,savings,6/10/2016,1298094537,student
296401,Jacob,Roberts,7/27/2001,jacob.roberts@example.com,001-881-269-3465x88977,current,12/15/2014,6103391986,student
375481,Michelle,Hendrix,10/20/1995,michelle.hendrix@example.com,579-987-7246x410,savings,7/3/2022,7792100889,student
706831,Michael,Mcgee,5/2/1999,michael.mcgee@example.com,265.455.7026,savings,11/25/2015,3907823935,student
364963,Rebecca,Cook,5/30/1999,rebecca.cook@example.com,3877669037,savings,9/26/2019,9665342162,student
356620,Paul,Hudson,2/19/1989,paul.hudson@example.com,001-660-699-8543x731,current,8/31/2015,7985863493,student
971645,Ryan,Gonzalez,3/26/1989,ryan.gonzalez@example.com,635.437.6587,savings,7/8/2015,5560308459,student
277653,Peggy,Gallegos,6/6/1992,peggy.gallegos@example.com,(793)696-7157x615,savings,6/1/2019,7577543789,student
579877,Kenneth,Schmidt,2/9/1994,kenneth.schmidt@example.com,831.629.0060,savings,5/16/2019,6187622369,student
909048,Jennifer,Jones,12/12/1996,jennifer.jones@example.com,(987)394-1998,savings,8/9/2016,6312552927,student
832186,Kimberly,Williams,6/11/2000,kimberly.williams@example.com,+1-324-561-4457x9083,current,3/16/2023,1333591655,student
147681,Jesse,Foster,5/21/1989,jesse.foster@example.com,597.577.0891x5819,savings,1/6/2018,6840054514,student
576105,Cheryl,Smith,5/6/1998,cheryl.smith@example.com,452-537-8022x437,savings,10/14/2013,7981144051,employed
297487,Kimberly,Collins,4/15/2001,kimberly.collins@example.com,9228311789,current,11/12/2021,2094566924,employed
513140,Donna,Ellis,8/10/2000,donna.ellis@example.com,567-560-7399,savings,7/12/2016,7956806875,employed
862374,Timothy,Jones,8/18/1991,timothy.jones@example.com,-3817,savings,2/22/2019,6321043548,student
426410,Matthew,Steele,5/14/1999,matthew.steele@example.com,(636)707-0562,savings,5/21/2018,1336405284,employed
219604,Beth,Wilson,12/18/1992,beth.wilson@example.com,841-806-4406x528,savings,4/13/2018,3030627798,employed
304461,Kelly,Rogers,5/28/1999,kelly.rogers@example.com,(830)287-0714x6130,savings,1/29/2018,6201912220,student
213474,Shirley,Mcgee,5/30/1996,shirley.mcgee@example.com,(636)942-9084x110,savings,11/15/2021,5976963184,student
864832,Eddie,Zimmerman,3/10/2002,eddie.zimmerman@example.com,305.817.1766x131,savings,2/19/2015,8485871219,student
323051,Stephen,Boone,10/19/1994,stephen.boone@example.com,001-922-657-3513x48964,savings,1/26/2015,8587468929,student
880703,Rachel,Smith,3/15/1992,rachel.smith@example.com,001-616-220-8720x4744,savings,10/7/2017,5616986307,student
369260,Rebecca,Armstrong,10/26/1997,rebecca.armstrong@example.com,617.922.1102x8505,savings,1/6/2015,8276642616,student
404090,Benjamin,Martinez,5/3/1990,benjamin.martinez@example.com,(204)684-0339,savings,9/29/2021,1929896080,student
460237,Michelle,Yu,10/12/1994,michelle.yu@example.com,418.250.4566,savings,9/25/2017,8163923632,employed
737956,Joanna,Cole,2/22/1995,joanna.cole@example.com,800.876.5434,savings,8/18/2015,7649650114,employed
116520,Amy,Reyes,6/25/2000,amy.reyes@example.com,001-822-596-3983,current,7/24/2022,7409896478,student
633212,Thomas,Acosta,5/5/1999,thomas.acosta@example.com,+1-468-224-9700x8775,savings,1/25/2020,6416443107,student
302469,Christopher,Sandoval,8/1/2002,christopher.sandoval@example.com,-9169,savings,2/7/2019,4107886327,student
918467,Lisa,Winters,3/6/2001,lisa.winters@example.com,001-867-648-8436,current,2/24/2015,4766744639,employed
668641,Rebecca,Werner,7/30/1998,rebecca.werner@example.com,595-689-5876,savings,12/28/2013,6130018297,student
960953,Miguel,Richardson,8/25/1991,miguel.richardson@example.com,783.465.4714x56258,savings,7/28/2015,8917381777,student
373626,Benjamin,Wallace,1/20/2001,benjamin.wallace@example.com,(995)402-1572x221,savings,4/6/2018,4294443042,student
827162,Alisha,Long,6/14/1996,alisha.long@example.com,4252066753,savings,12/7/2016,2932568999,student
948570,Denise,Ho,1/31/1999,denise.ho@example.com,882-707-0224x4074,savings,8/2/2015,1883019535,student
839206,Maurice,Ortiz,7/26/1991,maurice.ortiz@example.com,581.420.8034,savings,11/7/2018,8791369350,student
990515,Mark,Smith,11/29/1999,mark.smith@example.com,770.278.5737x55515,savings,4/14/2019,5882643874,student
566754,Tracy,George,2/15/2000,tracy.george@example.com,(653)433-5783x1581,savings,7/19/2023,5396559503,student
373834,Jessica,Fleming,6/8/1994,jessica.fleming@example.com,001-444-692-1946x87394,savings,5/15/2023,6588243544,employed
983146,Stephanie,Mason,7/3/1996,stephanie.mason@example.com,(279)320-2587,current,9/20/2017,8481740554,student
887458,Tracey,Moss,4/24/1988,tracey.moss@example.com,001-965-306-6351x3504,savings,2/6/2014,7957449626,student
470789,Sara,Pena,4/25/1995,sara.pena@example.com,+1-361-954-5400x69857,savings,3/30/2022,3847172376,student
131855,Gary,Bennett,9/3/2001,gary.bennett@example.com,(994)931-3364x73714,savings,5/21/2017,1486632614,student
227417,Susan,Williams,11/18/1987,susan.williams@example.com,001-227-789-6519x7353,savings,9/12/2022,1800609424,student
569379,Sierra,Jones,11/25/1988,sierra.jones@example.com,-3058,current,12/13/2014,4606168800,student
834185,Katherine,Moore,10/16/1992,katherine.moore@example.com,306-229-7153,current,2/14/2015,5524383890,employed
958496,Katherine,Ward,5/13/1995,katherine.ward@example.com,576.231.8862x2405,savings,7/3/2020,9579784237,employed
493127,Christopher,Washington,1/5/1995,christopher.washington@example.com,785-778-4115x73404,savings,3/26/2017,9559902825,student
592882,Robert,Johnson,2/8/1998,robert.johnson@example.com,432.618.2174x8463,savings,12/3/2018,6167686748,student
832234,Paula,Fisher,7/7/1994,paula.fisher@example.com,(984)583-7677,savings,1/25/2020,7706765856,student
567942,Kelsey,Ortiz,9/14/1988,kelsey.ortiz@example.com,607-465-1762x2806,savings,1/14/2016,6350519182,employed
318631,Michael,Colon,10/14/1996,michael.colon@example.com,001-309-855-4190x78366,savings,9/25/2019,5298417596,employed
327663,Johnathan,Moore,12/14/1998,johnathan.moore@example.com,001-961-763-5214x012,savings,10/5/2020,2525075962,student
523897,Michele,Meyer,1/24/1999,michele.meyer@example.com,440.634.4081,savings,6/7/2015,3065592407,student
600594,Larry,Bennett,8/13/1996,larry.bennett@example.com,001-636-902-4589x71812,savings,9/28/2017,8274400441,employed
847726,Vanessa,Smith,1/23/1995,vanessa.smith@example.com,001-543-590-3959x22144,savings,1/10/2021,9184641815,student
397533,Joseph,Baker,9/25/1990,joseph.baker@example.com,(312)226-1550,savings,6/14/2021,4717034309,employed
102769,Lisa,Lawrence,10/9/1992,lisa.lawrence@example.com,-7435,savings,6/18/2014,2978906180,student
934463,Beverly,Torres,7/18/1999,beverly.torres@example.com,001-606-235-0152x256,savings,11/23/2022,3813006007,student
700089,George,Harris,11/5/1990,george.harris@example.com,568-872-7544x299,savings,4/28/2018,3766198272,employed
628816,Daniel,Rogers,10/26/1989,daniel.rogers@example.com,+1-739-309-5980x9219,savings,11/22/2018,9352735825,employed
556304,Nicolas,West,11/4/1993,nicolas.west@example.com,001-358-227-5068x1678,savings,6/6/2022,1648823740,student
512385,Brandon,Best,9/3/1995,brandon.best@example.com,386-260-6134,savings,9/22/2019,5647773937,student
648810,Amber,Carter,6/27/1993,amber.carter@example.com,001-592-271-8569x454,savings,8/25/2021,7674428600,student
410484,Andrew,Mercer,9/28/1990,andrew.mercer@example.com,7645229331,savings,1/4/2020,1898507843,student
835062,Paul,Hahn,5/5/1998,paul.hahn@example.com,877-408-8463x6401,savings,11/13/2016,3348367137,student
356755,Kendra,Cunningham,4/8/1995,kendra.cunningham@example.com,822-826-3768,savings,1/30/2023,8014538569,student
138463,Chad,Phillips,4/6/1997,chad.phillips@example.com,001-228-201-0046x023,current,11/23/2014,8505310056,student
385547,Melinda,Zimmerman,4/28/1996,melinda.zimmerman@example.com,(271)212-2988x09225,savings,2/6/2023,3061113020,student
560281,Michael,Jones,4/6/1988,michael.jones@example.com,962.426.3899x95263,savings,2/23/2016,2164024388,student
778937,Kenneth,Zhang,10/21/1992,kenneth.zhang@example.com,541-383-3413x6193,current,2/17/2015,2725002709,employed
967925,Justin,Hernandez,3/5/1992,justin.hernandez@example.com,+1-643-406-7071x791,savings,1/9/2023,8140005287,employed
664881,Francisco,Graham,5/4/1992,francisco.graham@example.com,+1-302-311-7055x32659,savings,12/6/2019,7585850687,student
777379,Misty,Anderson,11/7/1995,misty.anderson@example.com,(747)494-2639x4605,current,7/26/2014,9072417610,student
898771,Paula,Howard,1/9/2000,paula.howard@example.com,001-553-838-0837x383,savings,2/2/2020,4844263988,student
876325,Ruth,Mclaughlin,5/8/1993,ruth.mclaughlin@example.com,427.455.2606,savings,3/5/2019,3884539335,student
719418,Clinton,Phillips,4/27/1989,clinton.phillips@example.com,(881)478-7781x882,savings,8/14/2016,9729402751,employed
175013,William,Williams,2/6/2002,william.williams@example.com,(718)798-0287,savings,8/18/2017,1207719846,student
861205,Alexander,Duncan,2/13/2000,alexander.duncan@example.com,700-619-9855,savings,12/23/2015,1496696376,employed
287901,Keith,Simpson,5/20/1991,keith.simpson@example.com,(860)442-2554x7699,savings,2/24/2018,6713339990,student
485031,Norma,Richardson,2/4/1992,norma.richardson@example.com,976-959-6051,savings,10/26/2013,9664302430,student
774099,Connie,Turner,1/17/1997,connie.turner@example.com,-3081,savings,12/15/2014,4307253891,student
249005,Kayla,Hernandez,7/29/1988,kayla.hernandez@example.com,827.991.6536x85138,savings,3/27/2016,3541799379,employed
631316,Brian,Bishop,10/6/1997,brian.bishop@example.com,(479)678-4504,savings,2/24/2016,2095764775,student
717083,Mark,Williams,4/29/1995,mark.williams@example.com,6472141791,savings,9/19/2015,1661739395,student
713222,Beverly,Young,12/29/1994,beverly.young@example.com,8236105331,current,5/6/2020,8700342394,student
377169,Aimee,Jones,1/12/1991,aimee.jones@example.com,970-261-9422x8342,savings,5/16/2018,1847998870,employed
362350,Jose,Winters,5/16/1999,jose.winters@example.com,001-801-348-6590x96990,savings,2/9/2020,6815872271,student
638024,Connie,Andersen,7/2/1988,connie.andersen@example.com,001-987-925-6671,savings,2/28/2014,3949127626,employed
904023,Laura,Hampton,7/1/1997,laura.hampton@example.com,943.380.4771,savings,12/11/2013,3708365713,student
419789,Dana,Maldonado,3/17/1998,dana.maldonado@example.com,794-630-9958,savings,6/12/2017,9442208465,employed
594633,Michael,Malone,10/18/2001,michael.malone@example.com,782.835.7238x6311,savings,5/28/2020,3483311445,student
580838,Harold,Blackburn,9/28/1999,harold.blackburn@example.com,263-589-8984,savings,7/28/2023,5501410882,employed
795355,David,Chase,7/6/1998,david.chase@example.com,736.360.1680x05474,savings,1/28/2023,2909737702,student
450825,Tracy,Thomas,9/20/1993,tracy.thomas@example.com,-11262,savings,11/2/2014,2425751625,employed
599608,Erica,Lambert,4/4/2002,erica.lambert@example.com,264.964.3716,savings,8/22/2020,2039608249,student
179831,Brittany,Burns,8/18/1999,brittany.burns@example.com,213.266.0125x3045,savings,10/9/2017,4292606910,student
672975,Laura,Nelson,1/14/2002,laura.nelson@example.com,001-550-727-2590,savings,6/16/2021,1318286109,employed
426568,Jennifer,Shelton,4/25/1992,jennifer.shelton@example.com,578.908.2865,current,3/3/2020,3178103999,employed
279980,Jeremy,Owens,1/14/1997,jeremy.owens@example.com,+1-950-346-8618x459,savings,3/4/2016,4840225108,employed
577388,Kathleen,Marshall,11/19/1999,kathleen.marshall@example.com,509.864.5063,savings,4/13/2021,9295201591,student
374179,Willie,Cordova,2/13/1990,willie.cordova@example.com,243-715-5441x85767,savings,9/19/2019,6445119388,employed
392013,Brittany,Roman,1/9/1990,brittany.roman@example.com,747.503.3496,savings,4/19/2020,5563296346,student
118716,Jonathan,English,5/27/1996,jonathan.english@example.com,(679)905-2441x0192,savings,10/4/2020,7665296901,student
744715,Tracy,Perez,4/27/2000,tracy.perez@example.com,001-786-824-0948x99514,savings,5/23/2014,3266115364,student
617329,Ronnie,Meyer,6/22/1994,ronnie.meyer@example.com,608-910-7214x45896,savings,12/8/2014,9813352369,employed
262995,Robert,Santos,8/1/2002,robert.santos@example.com,(310)490-6219,savings,6/27/2017,9986486607,student
683243,Aaron,Wilson,8/19/1999,aaron.wilson@example.com,860.242.4527x996,savings,8/16/2017,7651831364,student
398269,Ernest,Johnson,7/1/1992,ernest.johnson@example.com,001-725-778-4465x84835,current,7/17/2014,2360423469,employed
375343,Nicholas,Valdez,5/12/1990,nicholas.valdez@example.com,001-335-671-2349x269,savings,7/12/2022,2200275548,student
815237,Angela,Potter,1/29/2001,angela.potter@example.com,607.954.1152x06864,savings,5/13/2015,2512282708,student
242491,Anne,Mcclure,12/8/1988,anne.mcclure@example.com,001-670-733-4882x5687,current,12/30/2016,2705254342,employed
172030,Crystal,Smith,1/21/1988,crystal.smith@example.com,+1-826-819-5848x5532,savings,11/26/2021,2973905385,student
283575,Sylvia,Rangel,12/31/1998,sylvia.rangel@example.com,698.518.9682x5483,savings,5/4/2019,4849075083,student
264503,Anna,Gregory,8/21/1989,anna.gregory@example.com,3563178143,current,8/19/2017,3699323634,student
637693,Jennifer,Wade,2/11/1996,jennifer.wade@example.com,426.212.7723x6950,savings,3/29/2019,3625802816,employed
968170,Jeffrey,Flores,12/2/1990,jeffrey.flores@example.com,-8480,savings,8/14/2021,7587783802,employed
123285,Adam,Bradley,5/11/1988,adam.bradley@example.com,(929)858-0540x01176,savings,5/12/2019,1167014506,student
953211,Sherry,Salazar,2/11/1992,sherry.salazar@example.com,440-843-7167x5518,savings,9/21/2015,5503536546,employed
706482,Glenn,Morales,1/13/1997,glenn.morales@example.com,+1-976-446-2819x805,savings,5/2/2021,4379995864,student
857106,Justin,Campbell,10/10/1995,justin.campbell@example.com,(592)533-0329,savings,9/30/2016,4637363480,student
170489,Robert,Ward,1/12/1997,robert.ward@example.com,236-358-6908x34817,savings,6/25/2019,9876281394,student
649560,Steven,Savage,3/29/1992,steven.savage@example.com,001-341-609-5516x299,savings,7/2/2014,1926754355,employed
454553,Dominic,Jones,3/28/1990,dominic.jones@example.com,+1-549-901-8022x197,savings,3/27/2020,5982482799,employed
970812,Kristen,Anderson,9/8/1997,kristen.anderson@example.com,711.599.5110x52448,savings,4/13/2019,2604269074,student
443753,Dana,Marshall,9/6/1988,dana.marshall@example.com,-8963,savings,9/26/2014,5962147447,student
795910,Elizabeth,Garcia,7/25/1995,elizabeth.garcia@example.com,(340)866-2186x75981,savings,5/4/2017,4562290200,student
666872,Craig,Burns,2/2/1997,craig.burns@example.com,(243)856-3339,savings,1/19/2015,7055156680,employed
314233,Frank,Lewis,5/18/1989,frank.lewis@example.com,(556)522-5606x338,savings,9/18/2023,2426167723,employed
530236,Sean,Baker,2/2/1994,sean.baker@example.com,420-223-7702,savings,5/7/2020,8638362281,student
341597,Donald,Jones,3/6/1998,donald.jones@example.com,+1-551-743-9715x9098,savings,6/12/2018,3743853640,student
231219,Heather,Greene,7/11/1991,heather.greene@example.com,(352)455-2641x9697,savings,8/4/2015,8231794222,student
248746,David,Holt,1/24/1990,david.holt@example.com,535-298-0212x79179,savings,1/29/2016,7790524026,student
785323,Nicole,Hinton,1/7/1994,nicole.hinton@example.com,(580)305-1244x1043,savings,9/14/2023,4234402236,employed
893175,Shawn,Osborne,7/14/1988,shawn.osborne@example.com,236.998.2996,savings,10/29/2019,1050004391,employed
904812,Sandra,Welch,10/14/1999,sandra.welch@example.com,531-917-7276x7816,savings,7/16/2020,9650239741,student
600342,Stacy,Juarez,7/28/1995,stacy.juarez@example.com,001-389-789-6116x0024,savings,1/4/2018,6543300240,employed
886338,Jennifer,Petty,9/28/1990,jennifer.petty@example.com,426.968.0714x6581,savings,10/14/2021,1848518209,employed
987447,Thomas,Compton,7/20/1992,thomas.compton@example.com,994.372.1293x737,savings,8/9/2023,6568806991,employed
593152,Toni,Sosa,1/24/2000,toni.sosa@example.com,206-217-1033,savings,6/7/2023,9590237797,employed
266618,Terrance,Mcmahon,2/28/2002,terrance.mcmahon@example.com,001-829-887-2645x2584,savings,3/7/2015,3387558506,employed
783034,Blake,Henry,9/5/1991,blake.henry@example.com,-8001,savings,9/15/2014,9934577936,student
130438,Johnny,Valdez,7/30/2002,johnny.valdez@example.com,001-421-758-2732x6567,savings,7/24/2014,1539206406,student
164335,Heather,Mcbride,2/10/2001,heather.mcbride@example.com,001-278-246-6359,savings,2/1/2017,5046554846,student
167738,Benjamin,Howard,8/12/1992,benjamin.howard@example.com,9576825610,savings,8/25/2014,6342587303,student
635163,Christine,Fleming,12/3/2001,christine.fleming@example.com,446.886.5548x5312,savings,5/10/2021,7798399134,student
208870,Patrick,Davis,1/2/1988,patrick.davis@example.com,9354763995,savings,4/18/2014,5305742367,employed
471930,Ethan,Reid,8/21/1992,ethan.reid@example.com,+1-872-735-7359x596,savings,10/7/2014,5375482397,student
208463,Rebecca,Wilson,5/2/1990,rebecca.wilson@example.com,(670)272-9359,current,12/13/2022,6040135282,student
605048,Alejandro,Thompson,10/11/1989,alejandro.thompson@example.com,399.595.4437,savings,4/10/2023,1549798691,employed
722008,Diamond,Fox,7/24/1996,diamond.fox@example.com,744.695.5724,savings,6/24/2015,4552885985,student
936965,Kyle,Tate,5/12/1999,kyle.tate@example.com,+1-501-753-4094x7112,current,7/21/2019,6456623060,student
467234,Dawn,Wyatt,2/13/1995,dawn.wyatt@example.com,544.783.1647x519,savings,11/2/2018,2716127202,employed
381412,Tina,Schwartz,4/15/1990,tina.schwartz@example.com,460.233.1816x9687,current,8/10/2018,8392646398,student
537679,Sarah,Hobbs,9/5/1991,sarah.hobbs@example.com,203.915.3326,savings,12/2/2017,8522203855,employed
978668,Deborah,Cook,6/21/1994,deborah.cook@example.com,854.490.5486x20799,current,11/21/2013,7799733153,student
720586,Rebecca,Adams,1/10/1999,rebecca.adams@example.com,001-798-349-0817x85906,savings,2/19/2015,2423562784,student
318479,Erica,Wolfe,6/28/2001,erica.wolfe@example.com,001-743-257-4795,savings,5/19/2017,9468091652,student
367548,Timothy,Miles,7/7/1994,timothy.miles@example.com,749-950-6921,savings,11/25/2014,9708214094,student
928871,Matthew,Romero,5/17/1990,matthew.romero@example.com,409-973-3882x194,savings,9/3/2014,6096835643,student
217822,Teresa,Foley,2/12/1989,teresa.foley@example.com,2384647879,savings,9/11/2023,5801602923,student
680627,Nancy,Todd,9/10/1997,nancy.todd@example.com,001-647-450-4107x728,savings,11/23/2013,2095382552,employed
280444,Donald,Phillips,1/8/1993,donald.phillips@example.com,001-430-616-0528x905,savings,4/22/2019,9544022919,employed
749702,Lisa,Daniels,8/18/2000,lisa.daniels@example.com,001-603-805-2837x5772,savings,4/11/2016,7928393236,employed
972030,Mark,Bishop,6/17/1995,mark.bishop@example.com,001-322-778-4130x08720,savings,11/24/2022,5499751441,employed
762069,Angela,Elliott,12/1/2000,angela.elliott@example.com,001-903-560-0780x43151,savings,10/24/2021,9867314886,employed
274495,Jennifer,Rangel,3/19/1992,jennifer.rangel@example.com,479.529.5489,savings,7/10/2019,2109144898,student
153693,Bill,Spencer,5/19/1998,bill.spencer@example.com,366-278-8062,savings,12/4/2017,4940112051,student
162615,Sarah,Arellano,2/9/2000,sarah.arellano@example.com,733-396-3867,current,11/22/2020,5579311204,student
473565,Dylan,Klein,9/19/2001,dylan.klein@example.com,606-569-6705,savings,8/5/2020,9367399748,student
756390,Jackson,Irwin,8/10/2001,jackson.irwin@example.com,001-696-723-5157x5235,savings,4/26/2020,5169731594,student
367354,Chad,Rowe,12/30/1997,chad.rowe@example.com,001-874-992-6466x29234,savings,3/6/2016,9800992268,student
241602,Jessica,Hicks,2/23/1995,jessica.hicks@example.com,+1-721-892-2009x9511,savings,10/24/2013,2377154586,student
623850,John,Flores,7/14/1990,john.flores@example.com,+1-448-993-8171x805,savings,8/20/2019,7504731690,employed
203872,Abigail,Jenkins,7/6/1991,abigail.jenkins@example.com,827-580-7767,savings,9/28/2013,4470177584,student
699129,John,Braun,8/17/1990,john.braun@example.com,+1-657-612-5975x5641,savings,4/8/2015,2358899545,student
165758,Crystal,Brennan,3/27/1999,crystal.brennan@example.com,+1-528-675-9229x4560,savings,4/14/2017,2007154835,student
556035,Omar,Johnson,7/9/1992,omar.johnson@example.com,+1-538-525-9931x669,savings,1/31/2016,5930946610,employed
925330,Brenda,Espinoza,11/4/1995,brenda.espinoza@example.com,729-421-0233,savings,1/13/2020,2395968717,employed
328039,Chris,Hernandez,1/26/1997,chris.hernandez@example.com,373.247.5468x80471,savings,11/6/2017,4433463068,student
848527,Thomas,Lamb,6/25/1990,thomas.lamb@example.com,+1-600-203-3910x47045,current,12/7/2019,3144939213,employed
632050,David,Morgan,7/30/2000,david.morgan@example.com,001-360-527-0578x53649,savings,12/5/2022,7444136415,student
796212,Tyler,Murphy,12/13/1995,tyler.murphy@example.com,+1-251-355-8511x0044,savings,7/15/2023,5769434100,student
898753,Chase,Valencia,2/19/1994,chase.valencia@example.com,001-934-777-4982x9819,savings,9/17/2022,8181989149,student
135510,Leroy,Jones,5/27/2002,leroy.jones@example.com,+1-671-298-4977x198,savings,12/25/2018,4113753392,student
224990,Derek,Marquez,1/25/1993,derek.marquez@example.com,001-554-360-2937,savings,5/22/2015,6660423159,student
781448,Stephanie,Wood,5/28/1995,stephanie.wood@example.com,-6832,savings,3/29/2018,7876016665,student
710523,Tanya,Patterson,12/25/1993,tanya.patterson@example.com,689.481.9516x2543,savings,3/20/2019,5528660176,student
778959,Jeffrey,Bryant,2/2/1997,jeffrey.bryant@example.com,244-873-2378x642,savings,2/24/2023,8360955092,student
428150,Lawrence,Chandler,5/18/2000,lawrence.chandler@example.com,(215)893-7813,savings,4/30/2023,8383442872,student
226740,Mary,Scott,1/28/2001,mary.scott@example.com,610-964-9975x655,savings,11/5/2020,2546817276,employed
486002,Brenda,Hodges,5/25/1992,brenda.hodges@example.com,001-850-665-2727x580,savings,3/7/2016,1830522585,student
207893,Heather,Lang,4/21/2001,heather.lang@example.com,557.455.1485x0716,savings,6/9/2021,6807440284,student
300377,Philip,Jenkins,12/13/1997,philip.jenkins@example.com,3762705971,savings,12/6/2018,4063140549,employed
448543,Eric,Burke,5/25/1992,eric.burke@example.com,884-506-2028,savings,3/18/2020,7652519908,student
